location,account_type,age,login_frequency,total_spent,customer_service_interaction_count,registration_date_year,registration_date_month,registration_date_day,gender_female,gender_male
0.0002376614117087,0.0,0.3789742280541469,0.3708213680860577,-0.7864680284901301,-5.199337582605575,0.3308725717264192,0.0,0.4621252312026727,1.0,0.0
0.0001584409411391,2.0,0.3889652122163131,0.4739884673022089,0.6733676310112048,-5.199337582605575,0.8735150946146939,0.4995174100684922,0.3699235486477072,1.0,0.0
7.922047056959519e-05,0.0,0.5758226692731897,0.427587175326393,-0.4447078473844338,5.19933758270342,-5.199337582605575,0.520668000403982,0.5730552091561909,1.0,0.0
7.922047056959519e-05,0.0,0.4125874298488218,0.3891998465701027,0.4769833478023003,-1.1047469132423215,-5.199337582605575,0.5843564812236707,0.4241773307174012,1.0,0.0
0.0002376614117087,0.0,0.4529452909215651,0.5898104735810721,-1.2089621321398791,-0.2445475153931297,-5.199337582605575,0.4772279750865948,0.3868230405351043,1.0,0.0
0.0002376614117087,0.0,0.4371673217372742,0.5145327638837971,-0.4247692019514709,1.0864560455350232,0.3308725717264192,0.5610511531583031,0.535797443508294,0.0,1.0
0.0001584409411391,0.0,0.3789742280541469,0.3450443709797063,-0.8495986837909903,-0.7563331967496455,5.19933758270342,0.4772279750865948,0.5443532081913978,1.0,0.0
0.0001584409411391,1.0,0.3551981880552839,0.5781497706373087,0.886114694440984,-1.1047469132423215,-5.199337582605575,0.3944245525218501,0.6279987777572495,1.0,0.0
0.0002376614117087,2.0,0.488025073949092,0.6021172522410068,0.3944569905941408,0.7380888474045281,0.8735150946146939,0.4995174100684922,0.3868230405351043,1.0,0.0
7.922047056959519e-05,2.0,0.4580485091298232,0.5066408579612776,0.7147810825411194,-0.7563331967496455,0.3308725717264192,1.0,0.0,0.0,1.0
7.922047056959519e-05,0.0,0.5426159503704497,0.4565840004118577,-0.6480896366243557,0.4626104126272192,5.19933758270342,0.520668000403982,0.4134953399023328,1.0,0.0
0.0001584409411391,0.0,0.5480089655340529,0.427587175326393,-1.3980763936158636,5.19933758270342,5.19933758270342,0.4772279750865948,0.5959660382751485,1.0,0.0
0.0001584409411391,0.0,0.515021083379381,0.4565840004118577,1.6957898859176372,-0.7563331967496455,-0.6226211131134609,0.5406285190841069,0.6279987777572495,0.0,1.0
7.922047056959519e-05,1.0,0.5883283392657932,0.437763532305899,-2.356091224160628,-0.2445475153931297,0.8735150946146939,0.0,0.6279987777572495,1.0,0.0
7.922047056959519e-05,1.0,0.5638819078124458,0.4739884673022089,0.4437654026812414,1.0864560455350232,5.19933758270342,0.4772279750865948,0.3699235486477072,1.0,0.0
0.0003168818822783,0.0,0.4125874298488218,0.3708213680860577,1.0803952820157676,1.0864560455350232,-5.199337582605575,0.5843564812236707,0.5110028336073791,0.0,1.0
7.922047056959519e-05,2.0,0.6595484768717499,0.5898104735810721,-1.4251445506735907,0.7380888474045281,-5.199337582605575,0.5843564812236707,0.0,0.0,1.0
0.0003961023528479,0.0,0.3551981880552839,0.5489679729119752,-0.9984098999583242,1.0864560455350232,0.8735150946146939,0.4772279750865948,0.4787142402215321,1.0,0.0
0.0001584409411391,0.0,0.3385080282369175,0.6595484768717499,0.7291928297978192,-5.199337582605575,0.3308725717264192,0.6139036271474809,0.4441733092815591,0.0,1.0
7.922047056959519e-05,2.0,0.5819022785601096,0.416526256451269,0.2134133778115323,-0.4893066346558385,0.8735150946146939,0.4995174100684922,0.4704663179340227,1.0,0.0
7.922047056959519e-05,2.0,0.6315985229319955,0.5066408579612776,-2.356091224160628,0.4626104126272192,-0.129582313672137,0.5610511531583031,0.4532170826825601,1.0,0.0
0.0002376614117087,1.0,0.5953723660646776,0.4472858080014176,0.8486771741298892,0.214919822566405,5.19933758270342,0.4537595498395929,0.5838259908913084,1.0,0.0
7.922047056959519e-05,2.0,0.4196476142370546,0.4654923919489376,1.6385060186317353,-0.0125460161815425,-5.199337582605575,0.5610511531583031,0.5276421917354539,1.0,0.0
0.0003961023528479,0.0,0.515021083379381,0.5676934107075433,-0.7139563676924863,0.7380888474045281,0.3308725717264192,0.6139036271474809,0.6498730949895147,0.0,1.0
7.922047056959519e-05,0.0,0.4261371952667319,0.4654923919489376,0.7774891616768295,0.214919822566405,-0.129582313672137,0.5406285190841069,0.4704663179340227,0.0,1.0
0.0001584409411391,1.0,0.5374839510700938,0.482285873330966,0.1875779577413477,-0.0125460161815425,0.8735150946146939,0.4772279750865948,0.5032580915180038,1.0,0.0
7.922047056959519e-05,0.0,0.6436870452071272,0.4986728411397296,1.217171677603063,-0.0125460161815425,0.3308725717264192,0.5406285190841069,0.4952928890216881,1.0,0.0
7.922047056959519e-05,1.0,0.5480089655340529,0.4739884673022089,-0.3656456495097693,-5.199337582605575,-0.6226211131134609,0.5610511531583031,0.5536984012220179,1.0,0.0
7.922047056959519e-05,2.0,0.4529452909215651,0.4565840004118577,1.394544993471012,-5.199337582605575,0.8735150946146939,0.520668000403982,0.5838259908913084,1.0,0.0
0.0001584409411391,0.0,0.5953723660646776,0.5225239456125216,-1.0153238291082542,-5.199337582605575,0.3308725717264192,0.4772279750865948,0.4346058447246904,0.0,1.0
7.922047056959519e-05,0.0,0.4125874298488218,0.5898104735810721,0.2008985570483999,0.7380888474045281,-0.6226211131134609,0.4537595498395929,0.3699235486477072,1.0,0.0
0.0003168818822783,0.0,0.4780956012136012,0.558127446073297,-0.3177920691971331,-0.4893066346558385,-0.129582313672137,0.0,0.5959660382751485,1.0,0.0
7.922047056959519e-05,0.0,0.6031836138105713,0.4040339617154423,-0.4629336555227995,-0.4893066346558385,5.19933758270342,0.4995174100684922,0.4346058447246904,1.0,0.0
0.0003168818822783,0.0,0.5426159503704497,0.0,0.4269039128897179,-0.0125460161815425,5.19933758270342,0.0,0.6105661768174395,0.0,1.0
7.922047056959519e-05,0.0,0.5015684802128271,0.558127446073297,1.2950270786846667,0.7380888474045281,0.8735150946146939,0.4995174100684922,0.4134953399023328,1.0,0.0
7.922047056959519e-05,0.0,0.3889652122163131,0.3450443709797063,-1.3047061708467422,0.214919822566405,-5.199337582605575,0.5406285190841069,0.4241773307174012,1.0,0.0
0.0003168818822783,2.0,1.0,0.0,0.9035257044985134,-0.7563331967496455,0.8735150946146939,0.4537595498395929,0.5110028336073791,0.0,1.0
7.922047056959519e-05,2.0,0.4318421005271021,0.5781497706373087,2.1770481468977256,-0.7563331967496455,0.8735150946146939,0.4274268829898967,0.6498730949895147,0.0,1.0
7.922047056959519e-05,0.0,0.515021083379381,0.4739884673022089,0.880146030578679,1.0864560455350232,0.3308725717264192,0.6139036271474809,0.5276421917354539,1.0,0.0
0.0001584409411391,1.0,0.5638819078124458,0.558127446073297,-0.2959395314444817,-0.4893066346558385,0.3308725717264192,0.5610511531583031,0.5959660382751485,1.0,0.0
7.922047056959519e-05,0.0,0.5697178432865155,0.5145327638837971,0.1650051676773441,-0.0125460161815425,0.8735150946146939,0.3944245525218501,0.5276421917354539,0.0,1.0
7.922047056959519e-05,0.0,0.4125874298488218,0.5898104735810721,0.7780166282873711,-0.7563331967496455,0.8735150946146939,0.5843564812236707,0.5443532081913978,1.0,0.0
0.0001584409411391,1.0,0.3789742280541469,0.427587175326393,-1.2134494509418052,0.4626104126272192,-0.129582313672137,1.0,0.5110028336073791,1.0,0.0
7.922047056959519e-05,2.0,0.3551981880552839,0.5676934107075433,1.0023059747732763,-0.7563331967496455,5.19933758270342,0.3944245525218501,0.5730552091561909,0.0,1.0
7.922047056959519e-05,1.0,0.5285235121140589,0.3708213680860577,-0.3657124215751511,-0.0125460161815425,0.3308725717264192,0.5843564812236707,1.0,1.0,0.0
7.922047056959519e-05,1.0,0.5061571999770262,0.3891998465701027,0.3397357662391438,-0.2445475153931297,-0.129582313672137,1.0,0.4952928890216881,1.0,0.0
0.0001584409411391,0.0,0.4428831529501367,0.5398384271938188,1.298244808844872,-0.0125460161815425,-0.129582313672137,0.5406285190841069,0.0,1.0,0.0
0.0006337637645567,1.0,0.4125874298488218,0.5676934107075433,0.1295910029084251,-0.4893066346558385,-0.129582313672137,0.3944245525218501,0.4134953399023328,0.0,1.0
0.0002376614117087,1.0,0.4261371952667319,0.5398384271938188,0.9032475643013624,5.19933758270342,5.19933758270342,0.4274268829898967,0.401417953367888,1.0,0.0
0.0001584409411391,0.0,0.6031836138105713,0.5489679729119752,1.3279042806134005,-5.199337582605575,0.8735150946146939,0.520668000403982,0.5536984012220179,1.0,0.0
0.0001584409411391,0.0,1.0,0.3450443709797063,0.4501600766895308,0.4626104126272192,0.8735150946146939,0.5406285190841069,0.4871734915471578,1.0,0.0
7.922047056959519e-05,2.0,0.5758226692731897,0.5309280315377733,1.544917364228736,-1.1047469132423215,-0.6226211131134609,1.0,0.5536984012220179,0.0,1.0
7.922047056959519e-05,0.0,0.0,0.5066408579612776,-2.356091224160628,-5.199337582605575,-0.129582313672137,0.4537595498395929,0.4241773307174012,0.0,1.0
0.0001584409411391,0.0,0.4125874298488218,0.4905744664825207,1.7847700922427767,0.4626104126272192,0.3308725717264192,0.4995174100684922,0.6801241995269816,1.0,0.0
0.0003168818822783,0.0,0.4529452909215651,0.558127446073297,0.5364423495215268,-0.2445475153931297,0.3308725717264192,0.4537595498395929,0.5730552091561909,0.0,1.0
7.922047056959519e-05,0.0,0.4529452909215651,0.6347457191837501,1.7958067338096582,-0.0125460161815425,-0.129582313672137,0.6139036271474809,0.4441733092815591,1.0,0.0
7.922047056959519e-05,0.0,0.6315985229319955,0.5398384271938188,0.4833731646510315,0.7380888474045281,0.8735150946146939,0.4537595498395929,0.5276421917354539,1.0,0.0
0.0001584409411391,0.0,0.5240147328574164,0.437763532305899,2.325855669399012,-0.2445475153931297,0.3308725717264192,0.3944245525218501,0.4134953399023328,1.0,0.0
0.0001584409411391,0.0,0.5953723660646776,0.5676934107075433,-0.6101728267445251,-0.4893066346558385,5.19933758270342,0.4995174100684922,0.4134953399023328,1.0,0.0
7.922047056959519e-05,0.0,0.5061571999770262,0.4654923919489376,-0.4776294040871999,-0.2445475153931297,-0.6226211131134609,0.5843564812236707,0.5536984012220179,1.0,0.0
7.922047056959519e-05,0.0,0.5819022785601096,0.4565840004118577,0.6833850005917178,-5.199337582605575,-5.199337582605575,0.5610511531583031,0.5032580915180038,0.0,1.0
0.0003168818822783,0.0,0.6595484768717499,0.3891998465701027,0.1334944800330082,1.0864560455350232,0.3308725717264192,0.4537595498395929,0.4346058447246904,1.0,0.0
0.0001584409411391,2.0,0.3976704817500369,0.6595484768717499,1.4180372540631552,0.4626104126272192,-5.199337582605575,0.4537595498395929,0.3868230405351043,0.0,1.0
7.922047056959519e-05,1.0,0.5758226692731897,0.4565840004118577,0.3530874185773004,0.7380888474045281,-5.199337582605575,0.0,0.4704663179340227,0.0,1.0
7.922047056959519e-05,1.0,0.5285235121140589,0.4905744664825207,-0.7194578153807878,5.19933758270342,0.8735150946146939,0.4772279750865948,0.4787142402215321,1.0,0.0
7.922047056959519e-05,0.0,0.4971040349389266,0.4905744664825207,0.3739935905339487,0.7380888474045281,0.3308725717264192,1.0,0.4871734915471578,0.0,1.0
0.0002376614117087,0.0,0.4927543317946844,0.3450443709797063,0.6741641032531231,1.0864560455350232,-0.6226211131134609,0.6139036271474809,0.4241773307174012,0.0,1.0
7.922047056959519e-05,0.0,0.4261371952667319,0.5309280315377733,0.6933915217302913,0.214919822566405,-0.6226211131134609,0.4772279750865948,0.6801241995269816,1.0,0.0
7.922047056959519e-05,2.0,0.4196476142370546,0.437763532305899,0.9817927773777472,-5.199337582605575,5.19933758270342,0.4772279750865948,0.4871734915471578,1.0,0.0
7.922047056959519e-05,0.0,0.4125874298488218,0.3708213680860577,-0.7252611101432781,-0.4893066346558385,0.8735150946146939,0.0,0.4704663179340227,1.0,0.0
7.922047056959519e-05,0.0,0.6315985229319955,0.482285873330966,0.8266195872175282,0.4626104126272192,-5.199337582605575,0.3944245525218501,0.5838259908913084,1.0,0.0
7.922047056959519e-05,0.0,0.6595484768717499,0.6161236643545571,0.3358347537891983,0.4626104126272192,0.8735150946146939,0.6139036271474809,0.4787142402215321,1.0,0.0
7.922047056959519e-05,0.0,0.3789742280541469,0.482285873330966,1.2258069946061196,0.7380888474045281,0.3308725717264192,0.4995174100684922,0.6801241995269816,1.0,0.0
7.922047056959519e-05,2.0,0.5015684802128271,0.4739884673022089,0.5789240903496405,0.214919822566405,-5.199337582605575,0.3944245525218501,0.5032580915180038,1.0,0.0
