location,account_type,age,login_frequency,total_spent,customer_service_interaction_count,registration_date_year,registration_date_month,registration_date_day,churn,gender_female,gender_male
7.922047056959519e-05,0.0,0.5426159503704497,0.49867284113972965,-0.2086919903551835,-5.199337582605575,-0.6226211131134609,0.5406285190841069,0.4787142402215321,0,1.0,0.0
0.00015844094113919038,0.0,0.4830216294200103,0.6021172522410068,-0.471803118508565,-0.2445475153931297,-0.6226211131134609,0.520668000403982,0.5536984012220179,0,0.0,1.0
7.922047056959519e-05,0.0,0.6595484768717499,0.5066408579612776,0.4308374607579796,-1.1047469132423215,0.3308725717264192,0.6139036271474809,0.6105661768174395,0,1.0,0.0
7.922047056959519e-05,0.0,0.43716732173727424,0.43776353230589904,-1.633998116889721,-1.1047469132423215,-0.129582313672137,0.49951741006849226,0.5632814252276416,0,0.0,1.0
7.922047056959519e-05,2.0,0.3385080282369175,0.40403396171544237,1.641254947786681,0.7380888474045281,0.3308725717264192,1.0,0.3699235486477072,0,0.0,1.0
7.922047056959519e-05,2.0,0.4632958383883566,0.5398384271938188,-1.4530604730735657,-0.0125460161815425,-5.199337582605575,0.39442455252185016,0.5032580915180038,1,1.0,0.0
0.00015844094113919038,0.0,0.4261371952667319,0.5781497706373087,2.05509182420192,0.7380888474045281,5.19933758270342,0.4537595498395929,0.48717349154715783,0,0.0,1.0
7.922047056959519e-05,2.0,0.4261371952667319,0.5066408579612776,-0.3100431808372437,-5.199337582605575,0.8735150946146939,0.520668000403982,0.4787142402215321,0,1.0,0.0
0.0005545432939871663,0.0,0.0,0.5398384271938188,0.2191572837186083,-0.4893066346558385,-0.6226211131134609,0.5843564812236707,0.5276421917354539,1,1.0,0.0
0.00015844094113919038,1.0,0.43716732173727424,0.49057446648252073,-0.4245720972410493,-0.4893066346558385,-0.6226211131134609,0.6139036271474809,0.4532170826825601,0,1.0,0.0
0.00015844094113919038,2.0,0.6031836138105713,0.5489679729119752,0.4561644534433079,-1.1047469132423215,-0.129582313672137,1.0,0.46212523120267274,0,1.0,0.0
0.00023766141170878554,2.0,0.6212925817624594,0.43776353230589904,0.7369016158185404,0.4626104126272192,-0.6226211131134609,1.0,0.4134953399023328,0,1.0,0.0
7.922047056959519e-05,1.0,0.5697178432865155,0.4472858080014176,0.90123251749777,-0.2445475153931297,5.19933758270342,0.4772279750865948,0.4441733092815591,0,0.0,1.0
